FMQ,PT,FMQ_PT,FMQCAT,,,
Rhabdomyolysis,Carnitine palmitoyltransferase deficiency,Rhabdomyolysis-Carnitine palmitoyltransferase deficiency,Broad,,,
Rhabdomyolysis,Carnitine-acylcarnitine translocase deficiency,Rhabdomyolysis-Carnitine-acylcarnitine translocase deficiency,Broad,,,
Rhabdomyolysis,Chest crushing,Rhabdomyolysis-Chest crushing,Broad,,,
Rhabdomyolysis,Chest wall necrosis,Rhabdomyolysis-Chest wall necrosis,Broad,,,
Rhabdomyolysis,Compartment syndrome,Rhabdomyolysis-Compartment syndrome,Broad,,,
Rhabdomyolysis,Crush injury,Rhabdomyolysis-Crush injury,Broad,,,
Rhabdomyolysis,Crush syndrome,Rhabdomyolysis-Crush syndrome,Broad,,,
Rhabdomyolysis,Crushing injury of hip,Rhabdomyolysis-Crushing injury of hip,Broad,,,
Rhabdomyolysis,Crushing injury of trunk,Rhabdomyolysis-Crushing injury of trunk,Broad,,,
Rhabdomyolysis,Immune-mediated necrotising myopathy,Rhabdomyolysis-Immune-mediated necrotising myopathy,Broad,,,
Rhabdomyolysis,Limb crushing injury,Rhabdomyolysis-Limb crushing injury,Broad,,,
Rhabdomyolysis,Metabolic myopathy,Rhabdomyolysis-Metabolic myopathy,Broad,,,
Rhabdomyolysis,Muscle enzyme increased,Rhabdomyolysis-Muscle enzyme increased,Broad,,,
Rhabdomyolysis,Muscle injury,Rhabdomyolysis-Muscle injury,Broad,,,
Rhabdomyolysis,Muscle necrosis,Rhabdomyolysis-Muscle necrosis,Broad,,,
Rhabdomyolysis,Myoglobin blood increased,Rhabdomyolysis-Myoglobin blood increased,Broad,,,
Rhabdomyolysis,Myoglobin blood present,Rhabdomyolysis-Myoglobin blood present,Broad,,,
Rhabdomyolysis,Myoglobinaemia,Rhabdomyolysis-Myoglobinaemia,Broad,,,
Rhabdomyolysis,Myopathy,Rhabdomyolysis-Myopathy,Broad,,,
Rhabdomyolysis,Myopathy endocrine,Rhabdomyolysis-Myopathy endocrine,Broad,,,
Rhabdomyolysis,Myopathy toxic,Rhabdomyolysis-Myopathy toxic,Broad,,,
Rhabdomyolysis,Myositis,Rhabdomyolysis-Myositis,Broad,,,
Rhabdomyolysis,Myositis-like syndrome,Rhabdomyolysis-Myositis-like syndrome,Broad,,,
Rhabdomyolysis,Necrotising myositis,Rhabdomyolysis-Necrotising myositis,Broad,,,
Rhabdomyolysis,Neuromyopathy,Rhabdomyolysis-Neuromyopathy,Broad,,,
Rhabdomyolysis,Trifunctional protein deficiency,Rhabdomyolysis-Trifunctional protein deficiency,Broad,,,
Rhabdomyolysis,Very long-chain acyl-coenzyme A dehydrogenase deficiency,Rhabdomyolysis-Very long-chain acyl-coenzyme A dehydrogenase deficiency,Broad,,,
Seizure,"Acute encephalitis with refractory, repetitive partial seizures","Seizure-Acute encephalitis with refractory, repetitive partial seizures",Narrow,,,
Seizure,Alcoholic seizure,Seizure-Alcoholic seizure,Narrow,,,
Seizure,Atonic seizures,Seizure-Atonic seizures,Narrow,,,
Seizure,Atypical benign partial epilepsy,Seizure-Atypical benign partial epilepsy,Narrow,,,
Seizure,Automatism epileptic,Seizure-Automatism epileptic,Narrow,,,
Seizure,Autonomic seizure,Seizure-Autonomic seizure,Narrow,,,
Seizure,Baltic myoclonic epilepsy,Seizure-Baltic myoclonic epilepsy,Narrow,,,
Seizure,Benign familial neonatal convulsions,Seizure-Benign familial neonatal convulsions,Narrow,,,
Seizure,Benign rolandic epilepsy,Seizure-Benign rolandic epilepsy,Narrow,,,
Seizure,Change in seizure presentation,Seizure-Change in seizure presentation,Narrow,,,
Seizure,Clonic convulsion,Seizure-Clonic convulsion,Narrow,,,
Seizure,Complex partial seizures,Seizure-Complex partial seizures,Narrow,,,
Seizure,Complex partial seizures exacerbated,Seizure-Complex partial seizures exacerbated,Narrow,,,
Seizure,Convulsion,Seizure-Convulsion,Narrow,,,
Seizure,Convulsion in childhood,Seizure-Convulsion in childhood,Narrow,,,
Seizure,Convulsion neonatal,Seizure-Convulsion neonatal,Narrow,,,
Seizure,Convulsions,Seizure-Convulsions,Narrow,,,
Seizure,Convulsions local,Seizure-Convulsions local,Narrow,,,
Seizure,Convulsions NOS,Seizure-Convulsions NOS,Narrow,,,
Seizure,Convulsions NOS aggravated,Seizure-Convulsions NOS aggravated,Narrow,,,
Seizure,Convulsive threshold lowered,Seizure-Convulsive threshold lowered,Narrow,,,
Seizure,CSWS syndrome,Seizure-CSWS syndrome,Narrow,,,
Seizure,Drug withdrawal convulsions,Seizure-Drug withdrawal convulsions,Narrow,,,
Seizure,Early infantile epileptic encephalopathy with burst-suppression,Seizure-Early infantile epileptic encephalopathy with burst-suppression,Narrow,,,
Seizure,Epilepsy,Seizure-Epilepsy,Narrow,,,
Seizure,Epilepsy aggravated,Seizure-Epilepsy aggravated,Narrow,,,
Seizure,Epilepsy congenital,Seizure-Epilepsy congenital,Narrow,,,
Seizure,Epilepsy NOS,Seizure-Epilepsy NOS,Narrow,,,
Seizure,Epilepsy with myoclonic-atonic seizures,Seizure-Epilepsy with myoclonic-atonic seizures,Narrow,,,
Seizure,Epileptic aura,Seizure-Epileptic aura,Narrow,,,
Seizure,Epileptic encephalopathy,Seizure-Epileptic encephalopathy,Narrow,,,
Seizure,Febrile convulsion,Seizure-Febrile convulsion,Narrow,,,
Seizure,Febrile infection-related epilepsy syndrome,Seizure-Febrile infection-related epilepsy syndrome,Narrow,,,
Seizure,Focal dyscognitive seizures,Seizure-Focal dyscognitive seizures,Narrow,,,
Seizure,Frontal lobe epilepsy,Seizure-Frontal lobe epilepsy,Narrow,,,
Seizure,Generalised non-convulsive epilepsy,Seizure-Generalised non-convulsive epilepsy,Narrow,,,
Seizure,Generalised tonic-clonic seizure,Seizure-Generalised tonic-clonic seizure,Narrow,,,
Seizure,Grand mal convulsion,Seizure-Grand mal convulsion,Narrow,,,
Seizure,Grand mal epilepsy,Seizure-Grand mal epilepsy,Narrow,,,
Seizure,Hyperglycaemic seizure,Seizure-Hyperglycaemic seizure,Narrow,,,
Seizure,Hypocalcaemic seizure,Seizure-Hypocalcaemic seizure,Narrow,,,
Seizure,Hypoglycaemic seizure,Seizure-Hypoglycaemic seizure,Narrow,,,
Seizure,Hyponatraemic seizure,Seizure-Hyponatraemic seizure,Narrow,,,
Seizure,Idiopathic generalised epilepsy,Seizure-Idiopathic generalised epilepsy,Narrow,,,
Seizure,Idiopathic partial epilepsy,Seizure-Idiopathic partial epilepsy,Narrow,,,
Seizure,Infantile spasms,Seizure-Infantile spasms,Narrow,,,
Seizure,Intractable epilepsy,Seizure-Intractable epilepsy,Narrow,,,
Seizure,Juvenile myoclonic epilepsy,Seizure-Juvenile myoclonic epilepsy,Narrow,,,
Seizure,Lafora's myoclonic epilepsy,Seizure-Lafora's myoclonic epilepsy,Narrow,,,
Seizure,Lennox-Gastaut syndrome,Seizure-Lennox-Gastaut syndrome,Narrow,,,
Seizure,Migraine-triggered seizure,Seizure-Migraine-triggered seizure,Narrow,,,
Seizure,Myoclonic epilepsy,Seizure-Myoclonic epilepsy,Narrow,,,
Seizure,Myoclonic epilepsy and ragged-red fibers,Seizure-Myoclonic epilepsy and ragged-red fibers,Narrow,,,
Seizure,Myoclonic epilepsy and ragged-red fibres,Seizure-Myoclonic epilepsy and ragged-red fibres,Narrow,,,
Seizure,Myoclonic seizure NOS,Seizure-Myoclonic seizure NOS,Narrow,,,
Seizure,Neonatal epileptic seizure,Seizure-Neonatal epileptic seizure,Narrow,,,
Seizure,Neonatal seizure,Seizure-Neonatal seizure,Narrow,,,
Seizure,Partial seizures,Seizure-Partial seizures,Narrow,,,
Seizure,Partial seizures NOS,Seizure-Partial seizures NOS,Narrow,,,
Seizure,Partial seizures with secondary generalisation,Seizure-Partial seizures with secondary generalisation,Narrow,,,
Seizure,Partial seizures with secondary generalization,Seizure-Partial seizures with secondary generalization,Narrow,,,
Seizure,Petit mal epilepsy,Seizure-Petit mal epilepsy,Narrow,,,
Seizure,Post stroke epilepsy,Seizure-Post stroke epilepsy,Narrow,,,
Seizure,Post stroke seizure,Seizure-Post stroke seizure,Narrow,,,
Seizure,Postictal depression,Seizure-Postictal depression,Narrow,,,
Seizure,Postictal psychosis,Seizure-Postictal psychosis,Narrow,,,
Seizure,Post-traumatic epilepsy,Seizure-Post-traumatic epilepsy,Narrow,,,
Seizure,Psychomotor seizures,Seizure-Psychomotor seizures,Narrow,,,
Seizure,Seizure,Seizure-Seizure,Narrow,,,
Seizure,Seizure anoxic,Seizure-Seizure anoxic,Narrow,,,
Seizure,Seizure cluster,Seizure-Seizure cluster,Narrow,,,
Seizure,Severe myoclonic epilepsy of infancy,Seizure-Severe myoclonic epilepsy of infancy,Narrow,,,
Seizure,Simple partial seizures,Seizure-Simple partial seizures,Narrow,,,
Seizure,Status epilepticus,Seizure-Status epilepticus,Narrow,,,
Seizure,Sudden unexplained death in epilepsy,Seizure-Sudden unexplained death in epilepsy,Narrow,,,
Seizure,Temporal lobe epilepsy,Seizure-Temporal lobe epilepsy,Narrow,,,
Seizure,Tonic clonic movements,Seizure-Tonic clonic movements,Narrow,,,
Seizure,Tonic convulsion,Seizure-Tonic convulsion,Narrow,,,
Seizure,Tonic seizures,Seizure-Tonic seizures,Narrow,,,
Seizure,Uncinate fits,Seizure-Uncinate fits,Narrow,,,
Seizure,1p36 deletion syndrome,Seizure-1p36 deletion syndrome,Broad,,,
Seizure,Acquired epileptic aphasia,Seizure-Acquired epileptic aphasia,Broad,,,
Seizure,Adenylosuccinate lyase deficiency,Seizure-Adenylosuccinate lyase deficiency,Broad,,,
Seizure,Aura,Seizure-Aura,Broad,,,
Seizure,Aura NOS,Seizure-Aura NOS,Broad,,,
Seizure,Chorea-acanthocytosis,Seizure-Chorea-acanthocytosis,Broad,,,
Seizure,DOOR syndrome,Seizure-DOOR syndrome,Broad,,,
Seizure,Dreamy state,Seizure-Dreamy state,Broad,,,
Seizure,Drop attacks,Seizure-Drop attacks,Broad,,,
Seizure,Dyke-Davidoff-Masson syndrome,Seizure-Dyke-Davidoff-Masson syndrome,Broad,,,
Seizure,Eclampsia,Seizure-Eclampsia,Broad,,,
Seizure,Epilepsy surgery,Seizure-Epilepsy surgery,Broad,,,
Seizure,Epileptic psychosis,Seizure-Epileptic psychosis,Broad,,,
Seizure,Eyelid myoclonus,Seizure-Eyelid myoclonus,Broad,,,
Seizure,Fat embolism syndrome,Seizure-Fat embolism syndrome,Broad,,,
Seizure,Foaming at mouth,Seizure-Foaming at mouth,Broad,,,
Seizure,Grey matter heterotopia,Seizure-Grey matter heterotopia,Broad,,,
Seizure,Hyperglycinaemia,Seizure-Hyperglycinaemia,Broad,,,
Seizure,Isodicentric chromosome 15 syndrome,Seizure-Isodicentric chromosome 15 syndrome,Broad,,,
Seizure,McLeod neuroacanthocytosis syndrome,Seizure-McLeod neuroacanthocytosis syndrome,Broad,,,
Seizure,Neuroacanthocytosis,Seizure-Neuroacanthocytosis,Broad,,,
Seizure,Phelan-McDermid syndrome,Seizure-Phelan-McDermid syndrome,Broad,,,
Seizure,Sandhoff disease,Seizure-Sandhoff disease,Broad,,,
Seizure,Seizure like phenomena,Seizure-Seizure like phenomena,Broad,,,
Seizure,Seizure prophylaxis,Seizure-Seizure prophylaxis,Broad,,,
Seizure,Tonic posturing,Seizure-Tonic posturing,Broad,,,
Seizure,Transient epileptic amnesia,Seizure-Transient epileptic amnesia,Broad,,,
Seizure,Tuberous sclerosis complex,Seizure-Tuberous sclerosis complex,Broad,,,
Seizure,Jamestown Canyon encephalitis,Seizure-Jamestown Canyon encephalitis,Broad,,,
Seizure,Varicella encephalitis,Seizure-Varicella encephalitis,Broad,,,
Seizure,Sleep related hypermotor epilepsy,Seizure-Sleep related hypermotor epilepsy,Narrow,,,
Self Harm,Assisted suicide,Self Harm-Assisted suicide,Narrow,,,
Self Harm,Depression suicidal,Self Harm-Depression suicidal,Narrow,,,
Self Harm,Multiple drug overdose intentional,Self Harm-Multiple drug overdose intentional,Narrow,,,
Self Harm,Self injurious behaviour,Self Harm-Self injurious behaviour,Narrow,,,
Self Harm,Suicidal ideation,Self Harm-Suicidal ideation,Narrow,,,
Self Harm,Columbia suicide severity rating scale abnormal,Self Harm-Columbia suicide severity rating scale abnormal,Narrow,,,
Self Harm,Intentional self-injury,Self Harm-Intentional self-injury,Narrow,,,
Self Harm,Non-accidental overdose,Self Harm-Non-accidental overdose,Narrow,,,
Self Harm,Self mutilation,Self Harm-Self mutilation,Narrow,,,
Self Harm,Suicide attempt,Self Harm-Suicide attempt,Narrow,,,
Self Harm,Completed suicide,Self Harm-Completed suicide,Narrow,,,
Self Harm,Intentional overdose,Self Harm-Intentional overdose,Narrow,,,
Self Harm,Poisoning deliberate,Self Harm-Poisoning deliberate,Narrow,,,
Self Harm,Suicidal behaviour,Self Harm-Suicidal behaviour,Narrow,,,
Self Harm,Suicide threat,Self Harm-Suicide threat,Narrow,,,
Self Harm,Hanging,Self Harm-Hanging,Broad,,,
Self Harm,Suspected suicide,Self Harm-Suspected suicide,Broad,,,
Self Harm,Multiple drug overdose,Self Harm-Multiple drug overdose,Broad,,,
Self Harm,Suspected suicide attempt,Self Harm-Suspected suicide attempt,Broad,,,
Self Harm,Asphyxia,Self Harm-Asphyxia,Broad,,,
Self Harm,Overdose,Self Harm-Overdose,Broad,,,
Self Harm,Gun shot wound,Self Harm-Gun shot wound,Broad,,,
Sexual Dysfunction,Anorgasmia,Sexual Dysfunction-Anorgasmia,Narrow,,,
Sexual Dysfunction,Disturbance in sexual arousal,Sexual Dysfunction-Disturbance in sexual arousal,Narrow,,,
Sexual Dysfunction,Dyspareunia,Sexual Dysfunction-Dyspareunia,Narrow,,,
Sexual Dysfunction,Ejaculation delayed,Sexual Dysfunction-Ejaculation delayed,Narrow,,,
Sexual Dysfunction,Ejaculation disorder,Sexual Dysfunction-Ejaculation disorder,Narrow,,,
Sexual Dysfunction,Ejaculation failure,Sexual Dysfunction-Ejaculation failure,Narrow,,,
Sexual Dysfunction,Erectile dysfunction,Sexual Dysfunction-Erectile dysfunction,Narrow,,,
Sexual Dysfunction,Female orgasmic disorder,Sexual Dysfunction-Female orgasmic disorder,Narrow,,,
Sexual Dysfunction,Female sexual arousal disorder,Sexual Dysfunction-Female sexual arousal disorder,Narrow,,,
Sexual Dysfunction,Female sexual dysfunction,Sexual Dysfunction-Female sexual dysfunction,Narrow,,,
Sexual Dysfunction,Genital dysaesthesia,Sexual Dysfunction-Genital dysaesthesia,Narrow,,,
Sexual Dysfunction,Genital hypoaesthesia,Sexual Dysfunction-Genital hypoaesthesia,Narrow,,,
Sexual Dysfunction,Inadequate lubrication,Sexual Dysfunction-Inadequate lubrication,Narrow,,,
Sexual Dysfunction,Libido decreased,Sexual Dysfunction-Libido decreased,Narrow,,,
Sexual Dysfunction,Loss of libido,Sexual Dysfunction-Loss of libido,Narrow,,,
Sexual Dysfunction,Male orgasmic disorder,Sexual Dysfunction-Male orgasmic disorder,Narrow,,,
Sexual Dysfunction,Male sexual dysfunction,Sexual Dysfunction-Male sexual dysfunction,Narrow,,,
Sexual Dysfunction,Organic erectile dysfunction,Sexual Dysfunction-Organic erectile dysfunction,Narrow,,,
Sexual Dysfunction,Orgasm abnormal,Sexual Dysfunction-Orgasm abnormal,Narrow,,,
Sexual Dysfunction,Orgasmic sensation decreased,Sexual Dysfunction-Orgasmic sensation decreased,Narrow,,,
Sexual Dysfunction,Painful ejaculation,Sexual Dysfunction-Painful ejaculation,Narrow,,,
Sexual Dysfunction,Premature ejaculation,Sexual Dysfunction-Premature ejaculation,Narrow,,,
Sexual Dysfunction,Psychogenic erectile dysfunction,Sexual Dysfunction-Psychogenic erectile dysfunction,Narrow,,,
Sexual Dysfunction,Retrograde ejaculation,Sexual Dysfunction-Retrograde ejaculation,Narrow,,,
Sexual Dysfunction,Sexual aversion disorder,Sexual Dysfunction-Sexual aversion disorder,Narrow,,,
Sexual Dysfunction,Sexual dysfunction,Sexual Dysfunction-Sexual dysfunction,Narrow,,,
Sexual Dysfunction,Sexual inhibition,Sexual Dysfunction-Sexual inhibition,Narrow,,,
Sexual Dysfunction,Vulvovaginal dryness,Sexual Dysfunction-Vulvovaginal dryness,Narrow,,,
Sexual Dysfunction,Celibacy,Sexual Dysfunction-Celibacy,Broad,,,
Sexual Dysfunction,Coital bleeding,Sexual Dysfunction-Coital bleeding,Broad,,,
Sexual Dysfunction,Genital discomfort,Sexual Dysfunction-Genital discomfort,Broad,,,
Sexual Dysfunction,Genital disorder female,Sexual Dysfunction-Genital disorder female,Broad,,,
Sexual Dysfunction,Genital disorder male,Sexual Dysfunction-Genital disorder male,Broad,,,
Sexual Dysfunction,Genital hyperaesthesia,Sexual Dysfunction-Genital hyperaesthesia,Broad,,,
Sexual Dysfunction,Genital pain,Sexual Dysfunction-Genital pain,Broad,,,
Sexual Dysfunction,Genital paraesthesia,Sexual Dysfunction-Genital paraesthesia,Broad,,,
Sexual Dysfunction,Genitourinary symptom,Sexual Dysfunction-Genitourinary symptom,Broad,,,
Sexual Dysfunction,Libido disorder,Sexual Dysfunction-Libido disorder,Broad,,,
Sexual Dysfunction,Non-consummation,Sexual Dysfunction-Non-consummation,Broad,,,
Sexual Dysfunction,Painful erection,Sexual Dysfunction-Painful erection,Broad,,,
Sexual Dysfunction,Pelvic discomfort,Sexual Dysfunction-Pelvic discomfort,Broad,,,
Sexual Dysfunction,Pelvic pain,Sexual Dysfunction-Pelvic pain,Broad,,,
Sexual Dysfunction,Penis disorder,Sexual Dysfunction-Penis disorder,Broad,,,
Sexual Dysfunction,Perineal pain,Sexual Dysfunction-Perineal pain,Broad,,,
Sexual Dysfunction,Post 5-alpha-reductase inhibitor syndrome,Sexual Dysfunction-Post 5-alpha-reductase inhibitor syndrome,Broad,,,
Sexual Dysfunction,Reproductive tract disorder,Sexual Dysfunction-Reproductive tract disorder,Broad,,,
